code,name,type,abbr,full
012559,天弘中证沪港深科技龙头指数A,指数型-股票,THZZHGSKJLTZSA,TIANHONGZHONGZHENGHUGANGSHENKEJILONGTOUZHISHUA
012560,天弘中证沪港深科技龙头指数C,指数型-股票,THZZHGSKJLTZSC,TIANHONGZHONGZHENGHUGANGSHENKEJILONGTOUZHISHUC
012561,天弘中证新材料主题指数发起式A,指数型-股票,THZZXCLZTZSFQSA,TIANHONGZHONGZHENGXINCAILIAOZHUTIZHISHUFAQISHIA
012562,天弘中证新材料主题指数发起式C,指数型-股票,THZZXCLZTZSFQSC,TIANHONGZHONGZHENGXINCAILIAOZHUTIZHISHUFAQISHIC
012563,景顺长城90天持有短债A,债券型-中短债,JSCC90TCYDZA,JINGSHUNCHANGCHENG90TIANCHIYOUDUANZHAIA
012564,景顺长城90天持有短债C,债券型-中短债,JSCC90TCYDZC,JINGSHUNCHANGCHENG90TIANCHIYOUDUANZHAIC
012566,长城久稳债券C,债券型-长债,CCJWZQC,CHANGCHENGJIUWENZHAIQUANC
012567,长城久稳债券D,债券型-长债,CCJWZQD,CHANGCHENGJIUWENZHAIQUAND
012568,天弘高端制造混合A,混合型-偏股,THGDZZHHA,TIANHONGGAODUANZHIZAOHUNHEA
012569,天弘高端制造混合C,混合型-偏股,THGDZZHHC,TIANHONGGAODUANZHIZAOHUNHEC
012570,建信恒生科技指数发起(QDII)A,指数型-海外股票,JXHSKJZSFQQDIIA,JIANXINHENGSHENGKEJIZHISHUFAQIQDIIA
012571,建信恒生科技指数发起(QDII)C,指数型-海外股票,JXHSKJZSFQQDIIC,JIANXINHENGSHENGKEJIZHISHUFAQIQDIIC
012572,恒越乐享添利混合A,混合型-偏债,HYLXTLHHA,HENGYUELEXIANGTIANLIHUNHEA
012573,恒越乐享添利混合C,混合型-偏债,HYLXTLHHC,HENGYUELEXIANGTIANLIHUNHEC
012574,汇添富稳利60天短债A,债券型-中短债,HTFWL60TDZA,HUITIANFUWENLI60TIANDUANZHAIA
012575,汇添富稳利60天短债C,债券型-中短债,HTFWL60TDZC,HUITIANFUWENLI60TIANDUANZHAIC
012576,富国诚益回报12个月持有混合A,混合型-偏债,FGCYHB12GYCYHHA,FUGUOCHENGYIHUIBAO12GEYUECHIYOUHUNHEA
012577,富国诚益回报12个月持有混合C,混合型-偏债,FGCYHB12GYCYHHC,FUGUOCHENGYIHUIBAO12GEYUECHIYOUHUNHEC
012578,富国红利混合A,混合型-偏股,FGHLHHA,FUGUOHONGLIHUNHEA
012579,富国红利混合C,混合型-偏股,FGHLHHC,FUGUOHONGLIHUNHEC
012580,财通资管鸿安30天滚动中短债A,债券型-中短债,CTZGHA30TGDZDZA,CAITONGZIGUANHONGAN30TIANGUNDONGZHONGDUANZHAIA
012581,财通资管鸿安30天滚动中短债C,债券型-中短债,CTZGHA30TGDZDZC,CAITONGZIGUANHONGAN30TIANGUNDONGZHONGDUANZHAIC
012582,交银品质增长一年混合A,混合型-偏股,JYPZZZYNHHA,JIAOYINPINZHIZENGZHANGYINIANHUNHEA
012583,交银品质增长一年混合C,混合型-偏股,JYPZZZYNHHC,JIAOYINPINZHIZENGZHANGYINIANHUNHEC
012584,南方中国新兴经济9个月持有期混合(QDII)A,QDII-混合偏股,NFZGXXJJ9GYCYQHHQDIIA,NANFANGZHONGGUOXINXINGJINGJI9GEYUECHIYOUQIHUNHEQDIIA
012585,南方中国新兴经济9个月持有期混合(QDII)C,QDII-混合偏股,NFZGXXJJ9GYCYQHHQDIIC,NANFANGZHONGGUOXINXINGJINGJI9GEYUECHIYOUQIHUNHEQDIIC
012586,南方港股创新视野一年持有混合A,混合型-灵活,NFGGCXSYYNCYHHA,NANFANGGANGGUCHUANGXINSHIYEYINIANCHIYOUHUNHEA
012587,南方港股创新视野一年持有混合C,混合型-灵活,NFGGCXSYYNCYHHC,NANFANGGANGGUCHUANGXINSHIYEYINIANCHIYOUHUNHEC
012588,南方港股通优势企业混合A,混合型-偏股,NFGGTYSQYHHA,NANFANGGANGGUTONGYOUSHIQIYEHUNHEA
012589,南方港股通优势企业混合C,混合型-偏股,NFGGTYSQYHHC,NANFANGGANGGUTONGYOUSHIQIYEHUNHEC
012590,易方达中证全指证券公司ETF联接A,指数型-股票,YFDZZQZZQGSETFLJA,YIFANGDAZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEA
012591,广发添财180天滚动持有债券A,债券型-长债,GFTC180TGDCYZQA,GUANGFATIANCAI180TIANGUNDONGCHIYOUZHAIQUANA
012592,广发添财180天滚动持有债券C,债券型-长债,GFTC180TGDCYZQC,GUANGFATIANCAI180TIANGUNDONGCHIYOUZHAIQUANC
012593,广发添财180天滚动持有债券E,债券型-长债,GFTC180TGDCYZQE,GUANGFATIANCAI180TIANGUNDONGCHIYOUZHAIQUANE
012594,招商瑞享1年持有期混合A,混合型-偏债,ZSRX1NCYQHHA,ZHAOSHANGRUIXIANG1NIANCHIYOUQIHUNHEA
012595,招商瑞享1年持有期混合C,混合型-偏债,ZSRX1NCYQHHC,ZHAOSHANGRUIXIANG1NIANCHIYOUQIHUNHEC
012596,汇添富中证800ETF联接A,指数型-股票,HTFZZ800ETFLJA,HUITIANFUZHONGZHENG800ETFLIANJIEA
012597,汇添富中证800ETF联接C,指数型-股票,HTFZZ800ETFLJC,HUITIANFUZHONGZHENG800ETFLIANJIEC
012598,华安国证生物医药ETF发起式联接A,指数型-股票,HAGZSWYYETFFQSLJA,HUAANGUOZHENGSHENGWUYIYAOETFFAQISHILIANJIEA
012599,华安国证生物医药ETF发起式联接C,指数型-股票,HAGZSWYYETFFQSLJC,HUAANGUOZHENGSHENGWUYIYAOETFFAQISHILIANJIEC
012600,中银内核驱动股票C,股票型,ZYNHQDGPC,ZHONGYINNEIHEQUDONGGUPIAOC
012601,长信稳惠债券A,债券型-长债,CXWHZQA,CHANGXINWENHUIZHAIQUANA
012602,长信稳惠债券C,债券型-长债,CXWHZQC,CHANGXINWENHUIZHAIQUANC
012603,富安达富利纯债C,债券型-长债,FADFLCZC,FUANDAFULICHUNZHAIC
012604,浙商兴盛一年定开债券型发起式,债券型-长债,ZSXSYNDKZQXFQS,ZHESHANGXINGSHENGYINIANDINGKAIZHAIQUANXINGFAQISHI
012605,东财证券保险A,指数型-股票,DCZQBXA,DONGCAIZHENGQUANBAOXIANA
012606,东财证券保险C,指数型-股票,DCZQBXC,DONGCAIZHENGQUANBAOXIANC
012607,汇添富保鑫灵活配置混合C,混合型-灵活,HTFBXLHPZHHC,HUITIANFUBAOXINLINGHUOPEIZHIHUNHEC
012608,信澳领先智选混合,混合型-偏股,XALXZXHH,XINAOLINGXIANZHIXUANHUNHE
012609,安信稳健汇利一年持有混合A,混合型-偏债,AXWJHLYNCYHHA,ANXINWENJIANHUILIYINIANCHIYOUHUNHEA
012610,安信稳健汇利一年持有混合C,混合型-偏债,AXWJHLYNCYHHC,ANXINWENJIANHUILIYINIANCHIYOUHUNHEC
012611,东方臻善纯债债券A,债券型-长债,DFZSCZZQA,DONGFANGZHENSHANCHUNZHAIZHAIQUANA
012612,东方臻善纯债债券C,债券型-长债,DFZSCZZQC,DONGFANGZHENSHANCHUNZHAIZHAIQUANC
012613,创金合信产业智选混合A,混合型-偏股,CJHXCYZXHHA,CHUANGJINHEXINCHANYEZHIXUANHUNHEA
012614,创金合信产业智选混合C,混合型-偏股,CJHXCYZXHHC,CHUANGJINHEXINCHANYEZHIXUANHUNHEC
012615,东吴国企改革主题灵活配置混合C,混合型-灵活,DWGQGGZTLHPZHHC,DONGWUGUOQIGAIGEZHUTILINGHUOPEIZHIHUNHEC
012616,嘉实优化红利混合C,混合型-偏股,JSYHHLHHC,JIASHIYOUHUAHONGLIHUNHEC
012617,东吴新经济混合C,混合型-偏股,DWXJJHHC,DONGWUXINJINGJIHUNHEC
012618,长安泓沣中短债债券E,债券型-中短债,CAHFZDZZQE,CHANGANHONGFENGZHONGDUANZHAIZHAIQUANE
012619,嘉实中证软件服务ETF联接A,指数型-股票,JSZZRJFWETFLJA,JIASHIZHONGZHENGRUANJIANFUWUETFLIANJIEA
012620,嘉实中证软件服务ETF联接C,指数型-股票,JSZZRJFWETFLJC,JIASHIZHONGZHENGRUANJIANFUWUETFLIANJIEC
012621,诺安先锋混合C,混合型-偏股,NAXFHHC,NUOANXIANFENGHUNHEC
012622,金鹰添裕纯债债券C,债券型-长债,JYTYCZZQC,JINYINGTIANYUCHUNZHAIZHAIQUANC
012623,金鹰添盈纯债债券C,债券型-长债,JYTYCZZQC,JINYINGTIANYINGCHUNZHAIZHAIQUANC
012624,蜂巢丰远债券A,债券型-长债,FCFYZQA,FENGCHAOFENGYUANZHAIQUANA
012625,蜂巢丰远债券C,债券型-长债,FCFYZQC,FENGCHAOFENGYUANZHAIQUANC
012626,申万菱信汇元宝债券A,债券型-混合二级,SWLXHYBZQA,SHENWANLINGXINHUIYUANBAOZHAIQUANA
012627,申万菱信汇元宝债券C,债券型-混合二级,SWLXHYBZQC,SHENWANLINGXINHUIYUANBAOZHAIQUANC
012628,华夏大盘精选混合C,混合型-灵活,HXDPJXHHC,HUAXIADAPANJINGXUANHUNHEC
012629,广发国证半导体芯片ETF联接A,指数型-股票,GFGZBDTXPETFLJA,GUANGFAGUOZHENGBANDAOTIXINPIANETFLIANJIEA
012630,广发国证半导体芯片ETF联接C,指数型-股票,GFGZBDTXPETFLJC,GUANGFAGUOZHENGBANDAOTIXINPIANETFLIANJIEC
012631,中银优选灵活配置混合C,混合型-灵活,ZYYXLHPZHHC,ZHONGYINYOUXUANLINGHUOPEIZHIHUNHEC
012632,天治鑫祥利率债债券A,债券型-长债,TZXXLLZZQA,TIANZHIXINXIANGLILVZHAIZHAIQUANA
012633,天治鑫祥利率债债券C,债券型-长债,TZXXLLZZQC,TIANZHIXINXIANGLILVZHAIZHAIQUANC
012634,国泰中证医疗ETF联接A,指数型-股票,GTZZYLETFLJA,GUOTAIZHONGZHENGYILIAOETFLIANJIEA
012635,国泰中证医疗ETF联接C,指数型-股票,GTZZYLETFLJC,GUOTAIZHONGZHENGYILIAOETFLIANJIEC
012636,国泰中证全指软件ETF联接A,指数型-股票,GTZZQZRJETFLJA,GUOTAIZHONGZHENGQUANZHIRUANJIANETFLIANJIEA
012637,国泰中证全指软件ETF联接C,指数型-股票,GTZZQZRJETFLJC,GUOTAIZHONGZHENGQUANZHIRUANJIANETFLIANJIEC
012638,富国智优精选3个月持有混合(FOF)A,FOF-进取型,FGZYJX3GYCYHHFOFA,FUGUOZHIYOUJINGXUAN3GEYUECHIYOUHUNHEFOFA
012639,富国智优精选3个月持有混合(FOF)C,FOF-进取型,FGZYJX3GYCYHHFOFC,FUGUOZHIYOUJINGXUAN3GEYUECHIYOUHUNHEFOFC
012640,鹏华稳健鸿利一年持有期混合A,混合型-偏股,PHWJHLYNCYQHHA,PENGHUAWENJIANHONGLIYINIANCHIYOUQIHUNHEA
012641,鹏华稳健鸿利一年持有期混合C,混合型-偏股,PHWJHLYNCYQHHC,PENGHUAWENJIANHONGLIYINIANCHIYOUQIHUNHEC
012643,招商中证红利ETF联接A,指数型-股票,ZSZZHLETFLJA,ZHAOSHANGZHONGZHENGHONGLIETFLIANJIEA
012644,招商中证红利ETF联接C,指数型-股票,ZSZZHLETFLJC,ZHAOSHANGZHONGZHENGHONGLIETFLIANJIEC
012645,建信中证全指证券公司ETF联接A,指数型-股票,JXZZQZZQGSETFLJA,JIANXINZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEA
012646,建信中证全指证券公司ETF联接C,指数型-股票,JXZZQZZQGSETFLJC,JIANXINZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEC
012647,中欧洞见一年持有混合,混合型-偏股,ZODJYNCYHH,ZHONGOUDONGJIANYINIANCHIYOUHUNHE
012648,鹏华稳泰30天滚动持有债券A,债券型-长债,PHWT30TGDCYZQA,PENGHUAWENTAI30TIANGUNDONGCHIYOUZHAIQUANA
012649,鹏华稳泰30天滚动持有债券C,债券型-长债,PHWT30TGDCYZQC,PENGHUAWENTAI30TIANGUNDONGCHIYOUZHAIQUANC
012650,博时半导体主题混合A,混合型-偏股,BSBDTZTHHA,BOSHIBANDAOTIZHUTIHUNHEA
012651,博时半导体主题混合C,混合型-偏股,BSBDTZTHHC,BOSHIBANDAOTIZHUTIHUNHEC
012652,易方达优势领航六个月持有混合(FOF)A,FOF-进取型,YFDYSLHLGYCYHHFOFA,YIFANGDAYOUSHILINGHANGLIUGEYUECHIYOUHUNHEFOFA
012653,易方达优势领航六个月持有混合(FOF)C,FOF-进取型,YFDYSLHLGYCYHHFOFC,YIFANGDAYOUSHILINGHANGLIUGEYUECHIYOUHUNHEFOFC
012654,兴证全球优选平衡三个月持有混合(FOF)A,FOF-均衡型,XZQQYXPHSGYCYHHFOFA,XINGZHENGQUANQIUYOUXUANPINGHENGSANGEYUECHIYOUHUNHEFOFA
012655,博时5G50ETF联接A,指数型-股票,BS5G50ETFLJA,BOSHI5G50ETFLIANJIEA
012656,建信龙祥稳进6个月持有混合(FOF)A,FOF-稳健型,JXLXWJ6GYCYHHFOFA,JIANXINLONGXIANGWENJIN6GEYUECHIYOUHUNHEFOFA
012657,建信龙祥稳进6个月持有混合(FOF)C,FOF-稳健型,JXLXWJ6GYCYHHFOFC,JIANXINLONGXIANGWENJIN6GEYUECHIYOUHUNHEFOFC
012658,博时5G50ETF联接C,指数型-股票,BS5G50ETFLJC,BOSHI5G50ETFLIANJIEC
012659,华安安益灵活配置混合C,混合型-灵活,HAAYLHPZHHC,HUAANANYILINGHUOPEIZHIHUNHEC
012660,华安新乐享灵活配置混合C,混合型-灵活,HAXLXLHPZHHC,HUAANXINLEXIANGLINGHUOPEIZHIHUNHEC
012661,广发恒益一年持有期混合A,混合型-偏债,GFHYYNCYQHHA,GUANGFAHENGYIYINIANCHIYOUQIHUNHEA
012662,广发恒益一年持有期混合C,混合型-偏债,GFHYYNCYQHHC,GUANGFAHENGYIYINIANCHIYOUQIHUNHEC
012663,国寿安保沪港深300ETF联接A,指数型-股票,GSABHGS300ETFLJA,GUOSHOUANBAOHUGANGSHEN300ETFLIANJIEA
012664,国寿安保沪港深300ETF联接C,指数型-股票,GSABHGS300ETFLJC,GUOSHOUANBAOHUGANGSHEN300ETFLIANJIEC
012667,国联景泓一年持有混合A,混合型-偏债,GLJHYNCYHHA,GUOLIANJINGHONGYINIANCHIYOUHUNHEA
012668,国联景泓一年持有混合C,混合型-偏债,GLJHYNCYHHC,GUOLIANJINGHONGYINIANCHIYOUHUNHEC
012669,南方新兴产业混合A,混合型-偏股,NFXXCYHHA,NANFANGXINXINGCHANYEHUNHEA
012670,南方新兴产业混合C,混合型-偏股,NFXXCYHHC,NANFANGXINXINGCHANYEHUNHEC
012671,嘉实核心蓝筹混合A,混合型-偏股,JSHXLCHHA,JIASHIHEXINLANCHOUHUNHEA
012672,嘉实核心蓝筹混合C,混合型-偏股,JSHXLCHHC,JIASHIHEXINLANCHOUHUNHEC
012673,国新国证融兴6个月定开混合A,混合型-灵活,GXGZRX6GYDKHHA,GUOXINGUOZHENGRONGXING6GEYUEDINGKAIHUNHEA
012674,国新国证融兴6个月定开混合C,混合型-灵活,GXGZRX6GYDKHHC,GUOXINGUOZHENGRONGXING6GEYUEDINGKAIHUNHEC
012675,国新国证融泽6个月定开混合A,混合型-灵活,GXGZRZ6GYDKHHA,GUOXINGUOZHENGRONGZE6GEYUEDINGKAIHUNHEA
012676,国新国证融泽6个月定开混合C,混合型-灵活,GXGZRZ6GYDKHHC,GUOXINGUOZHENGRONGZE6GEYUEDINGKAIHUNHEC
012679,华泰柏瑞光伏ETF联接A,指数型-股票,HTBRGFETFLJA,HUATAIBAIRUIGUANGFUETFLIANJIEA
012680,华泰柏瑞光伏ETF联接C,指数型-股票,HTBRGFETFLJC,HUATAIBAIRUIGUANGFUETFLIANJIEC
012681,永赢鑫辰混合A,混合型-偏债,YYXCHHA,YONGYINGXINCHENHUNHEA
012682,永赢鑫辰混合C,混合型-偏债,YYXCHHC,YONGYINGXINCHENHUNHEC
012683,东方红安盈甄选一年持有混合A,混合型-偏债,DFHAYZXYNCYHHA,DONGFANGHONGANYINGZHENXUANYINIANCHIYOUHUNHEA
012684,东方红安盈甄选一年持有混合C,混合型-偏债,DFHAYZXYNCYHHC,DONGFANGHONGANYINGZHENXUANYINIANCHIYOUHUNHEC
012685,长城优选招益一年持有混合A,混合型-偏债,CCYXZYYNCYHHA,CHANGCHENGYOUXUANZHAOYIYINIANCHIYOUHUNHEA
012686,长城优选招益一年持有混合C,混合型-偏债,CCYXZYYNCYHHC,CHANGCHENGYOUXUANZHAOYIYINIANCHIYOUHUNHEC
012687,恒越汇优精选三个月混合(FOF),FOF-均衡型,HYHYJXSGYHHFOF,HENGYUEHUIYOUJINGXUANSANGEYUEHUNHEFOF
012688,长安成长优选混合A,混合型-偏股,CACZYXHHA,CHANGANCHENGZHANGYOUXUANHUNHEA
012689,长安成长优选混合C,混合型-偏股,CACZYXHHC,CHANGANCHENGZHANGYOUXUANHUNHEC
012690,广发消费领先混合A,混合型-偏股,GFXFLXHHA,GUANGFAXIAOFEILINGXIANHUNHEA
012691,广发消费领先混合C,混合型-偏股,GFXFLXHHC,GUANGFAXIAOFEILINGXIANHUNHEC
012692,博时中债0-3年国开行债券ETF联接A,指数型-固收,BSZZ03NGKHZQETFLJA,BOSHIZHONGZHAI03NIANGUOKAIHANGZHAIQUANETFLIANJIEA
012693,博时中债0-3年国开行债券ETF联接C,指数型-固收,BSZZ03NGKHZQETFLJC,BOSHIZHONGZHAI03NIANGUOKAIHANGZHAIQUANETFLIANJIEC
012696,同泰数字经济股票A,股票型,TTSZJJGPA,TONGTAISHUZIJINGJIGUPIAOA
012697,同泰数字经济股票C,股票型,TTSZJJGPC,TONGTAISHUZIJINGJIGUPIAOC
012698,平安中证新能源汽车ETF发起联接A,指数型-股票,PAZZXNYQCETFFQLJA,PINGANZHONGZHENGXINNENGYUANQICHEETFFAQILIANJIEA
012699,平安中证新能源汽车ETF发起联接C,指数型-股票,PAZZXNYQCETFFQLJC,PINGANZHONGZHENGXINNENGYUANQICHEETFFAQILIANJIEC
012700,易方达中证全指证券公司ETF联接C,指数型-股票,YFDZZQZZQGSETFLJC,YIFANGDAZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEC
012701,安信民安回报一年持有混合A,混合型-偏债,AXMAHBYNCYHHA,ANXINMINANHUIBAOYINIANCHIYOUHUNHEA
012702,安信民安回报一年持有混合C,混合型-偏债,AXMAHBYNCYHHC,ANXINMINANHUIBAOYINIANCHIYOUHUNHEC
012703,华夏核心成长混合A,混合型-偏股,HXHXCZHHA,HUAXIAHEXINCHENGZHANGHUNHEA
012704,中银兴利稳健回报灵活配置混合A,混合型-灵活,ZYXLWJHBLHPZHHA,ZHONGYINXINGLIWENJIANHUIBAOLINGHUOPEIZHIHUNHEA
012705,中银兴利稳健回报灵活配置混合C,混合型-灵活,ZYXLWJHBLHPZHHC,ZHONGYINXINGLIWENJIANHUIBAOLINGHUOPEIZHIHUNHEC
012706,中银核心精选混合A,混合型-偏股,ZYHXJXHHA,ZHONGYINHEXINJINGXUANHUNHEA
012707,中银核心精选混合C,混合型-偏股,ZYHXJXHHC,ZHONGYINHEXINJINGXUANHUNHEC
012708,东方红中证红利低波动指数A,指数型-股票,DFHZZHLDBDZSA,DONGFANGHONGZHONGZHENGHONGLIDIBODONGZHISHUA
012709,东方红中证红利低波动指数C,指数型-股票,DFHZZHLDBDZSC,DONGFANGHONGZHONGZHENGHONGLIDIBODONGZHISHUC
012710,华夏核心成长混合C,混合型-偏股,HXHXCZHHC,HUAXIAHEXINCHENGZHANGHUNHEC
012711,前海开源沪港深蓝筹精选混合C,混合型-灵活,QHKYHGSLCJXHHC,QIANHAIKAIYUANHUGANGSHENLANCHOUJINGXUANHUNHEC
012712,建信沪深300红利ETF联接A,指数型-股票,JXHS300HLETFLJA,JIANXINHUSHEN300HONGLIETFLIANJIEA
012713,建信沪深300红利ETF联接C,指数型-股票,JXHS300HLETFLJC,JIANXINHUSHEN300HONGLIETFLIANJIEC
012714,长安泓润纯债债券E,债券型-长债,CAHRCZZQE,CHANGANHONGRUNCHUNZHAIZHAIQUANE
012715,长盛成长价值混合C,混合型-偏股,CSCZJZHHC,CHANGSHENGCHENGZHANGJIAZHIHUNHEC
012716,长盛创新先锋混合C,混合型-灵活,CSCXXFHHC,CHANGSHENGCHUANGXINXIANFENGHUNHEC
012717,易方达中证科技50ETF联接A,指数型-股票,YFDZZKJ50ETFLJA,YIFANGDAZHONGZHENGKEJI50ETFLIANJIEA
012718,易方达中证科技50ETF联接C,指数型-股票,YFDZZKJ50ETFLJC,YIFANGDAZHONGZHENGKEJI50ETFLIANJIEC
012719,华夏新兴经济一年持有混合A,混合型-偏股,HXXXJJYNCYHHA,HUAXIAXINXINGJINGJIYINIANCHIYOUHUNHEA
012720,华夏新兴经济一年持有混合C,混合型-偏股,HXXXJJYNCYHHC,HUAXIAXINXINGJINGJIYINIANCHIYOUHUNHEC
012721,中信保诚养老目标日期2040三年持有期混合(FOF),FOF-均衡型,ZXBCYLMBRQ2040SNCYQHHFOF,ZHONGXINBAOCHENGYANGLAOMUBIAORIQI2040SANNIANCHIYOUQIHUNHEFOF
012722,平安中证光伏产业指数A,指数型-股票,PAZZGFCYZSA,PINGANZHONGZHENGGUANGFUCHANYEZHISHUA
012723,平安中证光伏产业指数C,指数型-股票,PAZZGFCYZSC,PINGANZHONGZHENGGUANGFUCHANYEZHISHUC
012724,国泰中证畜牧养殖ETF联接A,指数型-股票,GTZZXMYZETFLJA,GUOTAIZHONGZHENGXUMUYANGZHIETFLIANJIEA
012725,国泰中证畜牧养殖ETF联接C,指数型-股票,GTZZXMYZETFLJC,GUOTAIZHONGZHENGXUMUYANGZHIETFLIANJIEC
012728,国泰中证动漫游戏ETF联接A,指数型-股票,GTZZDMYXETFLJA,GUOTAIZHONGZHENGDONGMANYOUXIETFLIANJIEA
012729,国泰中证动漫游戏ETF联接C,指数型-股票,GTZZDMYXETFLJC,GUOTAIZHONGZHENGDONGMANYOUXIETFLIANJIEC
012730,国泰中证细分化工产业主题ETF联接A,指数型-股票,GTZZXFHGCYZTETFLJA,GUOTAIZHONGZHENGXIFENHUAGONGCHANYEZHUTIETFLIANJIEA
012731,国泰中证细分化工产业主题ETF联接C,指数型-股票,GTZZXFHGCYZTETFLJC,GUOTAIZHONGZHENGXIFENHUAGONGCHANYEZHUTIETFLIANJIEC
012732,融通通跃一年定开债发起式,债券型-长债,RTTYYNDKZFQS,RONGTONGTONGYUEYINIANDINGKAIZHAIFAQISHI
012733,易方达中证人工智能主题ETF联接A,指数型-股票,YFDZZRGZNZTETFLJA,YIFANGDAZHONGZHENGRENGONGZHINENGZHUTIETFLIANJIEA
012734,易方达中证人工智能主题ETF联接C,指数型-股票,YFDZZRGZNZTETFLJC,YIFANGDAZHONGZHENGRENGONGZHINENGZHUTIETFLIANJIEC
012735,财通资管中债1-3年国开债A,指数型-固收,CTZGZZ13NGKZA,CAITONGZIGUANZHONGZHAI13NIANGUOKAIZHAIA
012736,财通资管中债1-3年国开债C,指数型-固收,CTZGZZ13NGKZC,CAITONGZIGUANZHONGZHAI13NIANGUOKAIZHAIC
012737,广发中证创新药产业ETF联接A,指数型-股票,GFZZCXYCYETFLJA,GUANGFAZHONGZHENGCHUANGXINYAOCHANYEETFLIANJIEA
012738,广发中证创新药产业ETF联接C,指数型-股票,GFZZCXYCYETFLJC,GUANGFAZHONGZHENGCHUANGXINYAOCHANYEETFLIANJIEC
012740,工银平衡回报6个月持有期债券A,债券型-混合二级,GYPHHB6GYCYQZQA,GONGYINPINGHENGHUIBAO6GEYUECHIYOUQIZHAIQUANA
012741,工银平衡回报6个月持有期债券C,债券型-混合二级,GYPHHB6GYCYQZQC,GONGYINPINGHENGHUIBAO6GEYUECHIYOUQIZHAIQUANC
012742,工银瑞富一年定开纯债发起式,债券型-长债,GYRFYNDKCZFQS,GONGYINRUIFUYINIANDINGKAICHUNZHAIFAQISHI
012743,汇添富添福睿选稳健养老一年持有混合(FOF)A,FOF-稳健型,HTFTFRXWJYLYNCYHHFOFA,HUITIANFUTIANFURUIXUANWENJIANYANGLAOYINIANCHIYOUHUNHEFOFA
012744,光大品质生活混合A,混合型-偏股,GDPZSHHHA,GUANGDAPINZHISHENGHUOHUNHEA
012745,华宝宝瑞一年定开债,债券型-长债,HBBRYNDKZ,HUABAOBAORUIYINIANDINGKAIZHAI
012746,富国双利增强债券A,债券型-混合二级,FGSLZQZQA,FUGUOSHUANGLIZENGQIANGZHAIQUANA
012747,富国双利增强债券C,债券型-混合二级,FGSLZQZQC,FUGUOSHUANGLIZENGQIANGZHAIQUANC
012748,华泰柏瑞远见智选混合A,混合型-偏股,HTBRYJZXHHA,HUATAIBAIRUIYUANJIANZHIXUANHUNHEA
012749,华泰柏瑞远见智选混合C,混合型-偏股,HTBRYJZXHHC,HUATAIBAIRUIYUANJIANZHIXUANHUNHEC
012750,上银慧鼎利债券,债券型-长债,SYHDLZQ,SHANGYINHUIDINGLIZHAIQUAN
012751,建信纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,JXNSDK100ZSQDIIMYXHA,JIANXINNASIDAKE100ZHISHUQDIIMEIYUANXIANHUIA
012752,建信纳斯达克100指数(QDII)人民币C,指数型-海外股票,JXNSDK100ZSQDIIRMBC,JIANXINNASIDAKE100ZHISHUQDIIRENMINBIC
012753,建信纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,JXNSDK100ZSQDIIMYXHC,JIANXINNASIDAKE100ZHISHUQDIIMEIYUANXIANHUIC
012754,鹏华内地低碳联接A,指数型-股票,PHNDDTLJA,PENGHUANEIDIDITANLIANJIEA
012755,鹏华内地低碳联接C,指数型-股票,PHNDDTLJC,PENGHUANEIDIDITANLIANJIEC
012756,易方达中证龙头企业指数A,指数型-股票,YFDZZLTQYZSA,YIFANGDAZHONGZHENGLONGTOUQIYEZHISHUA
012757,易方达中证龙头企业指数C,指数型-股票,YFDZZLTQYZSC,YIFANGDAZHONGZHENGLONGTOUQIYEZHISHUC
012758,光大品质生活混合C,混合型-偏股,GDPZSHHHC,GUANGDAPINZHISHENGHUOHUNHEC
012759,工银沪港深互联网ETF发起式联接A,指数型-股票,GYHGSHLWETFFQSLJA,GONGYINHUGANGSHENHULIANWANGETFFAQISHILIANJIEA
012760,工银沪港深互联网ETF发起式联接C,指数型-股票,GYHGSHLWETFFQSLJC,GONGYINHUGANGSHENHULIANWANGETFFAQISHILIANJIEC
012761,华泰柏瑞上证红利ETF联接A,指数型-股票,HTBRSZHLETFLJA,HUATAIBAIRUISHANGZHENGHONGLIETFLIANJIEA
012762,华泰柏瑞上证红利ETF联接C,指数型-股票,HTBRSZHLETFLJC,HUATAIBAIRUISHANGZHENGHONGLIETFLIANJIEC
012763,华泰紫金中证细分食品饮料发起A,指数型-股票,HTZJZZXFSPYLFQA,HUATAIZIJINZHONGZHENGXIFENSHIPINYINLIAOFAQIA
012764,华泰紫金中证细分食品饮料发起C,指数型-股票,HTZJZZXFSPYLFQC,HUATAIZIJINZHONGZHENGXIFENSHIPINYINLIAOFAQIC
012765,广发大盘价值混合A,混合型-偏股,GFDPJZHHA,GUANGFADAPANJIAZHIHUNHEA
012766,广发大盘价值混合C,混合型-偏股,GFDPJZHHC,GUANGFADAPANJIAZHIHUNHEC
012767,财通资管价值发现混合C,混合型-偏股,CTZGJZFXHHC,CAITONGZIGUANJIAZHIFAXIANHUNHEC
012768,华夏中证动漫游戏ETF联接A,指数型-股票,HXZZDMYXETFLJA,HUAXIAZHONGZHENGDONGMANYOUXIETFLIANJIEA
